,statename,year,month,case_rate,death_rate,emp_combined,emp_combined_inclow,emp_combined_incmiddle,emp_combined_inchigh,emp_combined_ss60,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home,state_AK,state_AL,state_AR,state_AZ,state_CA,state_CO,state_CT,state_DC,state_DE,state_FL,state_GA,state_HI,state_IA,state_ID,state_IL,state_IN,state_KS,state_KY,state_LA,state_MA,state_MD,state_ME,state_MI,state_MN,state_MO,state_MS,state_MT,state_NC,state_ND,state_NE,state_NH,state_NJ,state_NM,state_NV,state_NY,state_OH,state_OK,state_OR,state_PA,state_RI,state_SC,state_SD,state_TN,state_TX,state_UT,state_VA,state_VT,state_WA,state_WI,state_WV,state_WY
43,Colorado,2020,5,370.03225806451616,19.93548387096775,-0.13755483870967744,-0.27374193548387094,-0.14887096774193542,-0.057061290322580636,-0.10133548387096775,-0.2668709677419355,-0.04662387096774194,0.4304838709677419,-0.4197741935483871,-0.3970322580645162,0.1338709677419355,-0.15967741935483862,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Colorado,2020,6,513.1333333333333,27.803333333333338,-0.07344666666666667,-0.19553333333333336,-0.06869333333333331,-0.025136666666666672,-0.061656666666666665,-0.1458,0.010760666666666668,0.8152666666666667,-0.30229999999999996,-0.31356666666666666,0.08871333333333334,-0.10166,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Colorado,2020,7,680.9677419354839,30.406451612903226,-0.051803225806451615,-0.1643548387096774,-0.04093225806451613,-0.017574193548387095,-0.04474193548387097,-0.09973225806451616,0.03363870967741935,0.9015806451612903,-0.25322580645161286,-0.31883870967741934,0.0759322580645161,-0.08558387096774195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Colorado,2020,8,919.9354838709677,32.93225806451612,-0.04447741935483871,-0.15667741935483873,-0.03362903225806452,-0.010397419354838707,-0.046174193548387095,-0.10748387096774194,0.010779032258064519,0.9151612903225808,-0.256741935483871,-0.3162903225806452,0.07147419354838708,-0.0802290322580645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Colorado,2020,9,1105.0333333333333,34.88333333333333,-0.05947333333333333,-0.18683333333333327,-0.048889999999999996,-0.018026666666666667,-0.04862666666666666,-0.13099999999999998,-0.02066966666666666,0.6913666666666667,-0.26780000000000004,-0.2946666666666667,0.07075333333333332,-0.07935333333333332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Connecticut,2020,2,0.0,0.0,0.0023750000000000004,-4.2333333333333276e-05,-0.0017511666666666667,0.011266666666666668,-0.010323333333333334,0.0457,-0.0049966666666666675,0.2621666666666667,0.04928333333333334,0.020951666666666664,-0.0026216666666666662,0.006296666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Connecticut,2020,3,13.208429032258064,0.2561935483870968,-0.0389441935483871,-0.05530774193548387,-0.04037248387096774,-0.025371064516129034,-0.029380967741935476,-0.13152032258064514,0.02821935483870969,0.24721290322580652,-0.18208387096774192,-0.15572580645161288,0.0722874193548387,-0.0870583741935484,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Connecticut,2020,4,436.7933333333333,27.816666666666663,-0.2366666666666667,-0.38330000000000014,-0.23233333333333334,-0.14456666666666665,-0.14833333333333334,-0.4433666666666667,-0.19449999999999998,0.14737333333333336,-0.5471333333333335,-0.48106666666666675,0.2031,-0.24599999999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Connecticut,2020,5,1017.1290322580645,91.40967741935484,-0.18303225806451615,-0.34819354838709676,-0.18029032258064512,-0.07519354838709678,-0.10552580645161294,-0.29538709677419356,-0.10658064516129034,0.6172258064516128,-0.4229677419354839,-0.40316129032258075,0.15774193548387097,-0.1863225806451613,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Connecticut,2020,6,1260.9333333333334,117.23333333333333,-0.10565333333333335,-0.2295333333333333,-0.10414333333333334,-0.023583333333333335,-0.04754333333333333,-0.12944333333333333,-0.03204633332446667,1.0605,-0.25810000000000005,-0.3053,0.10460333333333334,-0.11888333333333337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Connecticut,2020,7,1342.3225806451612,122.93548387096774,-0.08227096774193549,-0.15661290322580643,-0.08132258064516129,-0.03328387096774193,-0.03424516129032259,-0.0917967741935484,-0.03612548387096774,1.1156451612903224,-0.20335483870967738,-0.3021290322580646,0.08622258064516128,-0.09709677419354838,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Connecticut,2020,8,1434.4516129032259,124.80645161290323,-0.07158709677419355,-0.15319354838709673,-0.06734516129032257,-0.02348387096774194,-0.02188393548387096,-0.07816451612903226,-0.04916548387096773,1.0280322580645163,-0.18519354838709678,-0.3095483870967741,0.0653516129032258,-0.07188709677419355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Connecticut,2020,9,1543.8666666666666,125.7,-0.05282333333333333,-0.20403333333333332,-0.024593333333333325,0.0004503333333333335,0.024336333333333335,-0.08461333333333333,-0.05738,0.9008999999999998,-0.20766666666666672,-0.27110000000000006,0.06443333333333333,-0.07057999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Delaware,2020,2,0.0,0.0,0.012533333333333334,-0.014699999999999998,0.015216666666666665,0.03386666666666666,0.0255,0.044300000000000006,0.014995,0.16983333333333336,0.0507,0.028083333333333335,-0.004761666666666667,0.0077016666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Delaware,2020,3,6.250870967741935,0.1027741935483871,-0.017904096774193547,-0.06196741935483871,-0.013091935483870968,0.01572067741935485,0.011020322580645158,-0.09041258064516128,-0.004511935483870962,0.23233548387096775,-0.15340967741935488,-0.13725129032258063,0.060219677419354835,-0.07295451612903225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Delaware,2020,4,231.0366666666667,6.298333333333334,-0.20080000000000003,-0.38366666666666666,-0.16893333333333335,-0.08239333333333332,-0.09318999999999998,-0.40686666666666677,-0.21213333333333326,-0.048517000000000005,-0.49883333333333346,-0.4542,0.18213333333333334,-0.22190000000000004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Delaware,2020,5,759.8709677419355,27.76774193548387,-0.17964516129032257,-0.36870967741935484,-0.15735483870967737,-0.03819419354838709,-0.09026451612903223,-0.28525806451612906,-0.09586129032258064,0.16679677419354835,-0.38519354838709674,-0.38619354838709674,0.14632258064516127,-0.17425806451612902,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Delaware,2020,6,1070.1,42.82666666666667,-0.09920333333333332,-0.2479,-0.08288666666666669,0.013755136666666667,-0.0267738,-0.07435000000000001,0.019859666666666668,0.9906000000000001,-0.21806666666666666,-0.29133333333333333,0.09416999999999996,-0.10760333333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Delaware,2020,7,1358.9032258064517,47.751612903225805,-0.06331612903225804,-0.15693548387096773,-0.05541612903225804,0.012335161290322581,-0.006903,-0.02512161291180645,0.04740967741935485,1.163290322580645,-0.18087096774193548,-0.28383870967741937,0.0825290322580645,-0.09336129032258063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Delaware,2020,8,1667.9354838709678,53.98064516129033,-0.05664838709677418,-0.1389032258064516,-0.05581612903225807,0.020432903225806452,-0.002807225806451612,-0.029216129032258058,0.02128838709677419,0.5465161290322581,-0.18229032258064512,-0.2874516129032257,0.07594193548387097,-0.08524516129032261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Delaware,2020,9,1958.4666666666667,56.49333333333334,-0.05506,-0.14646666666666666,-0.04614,0.016546666666666668,0.006866,-0.041812999999999996,0.002145000017733334,0.33763333333333334,-0.23906666666666665,-0.26736666666666675,0.06714333333333333,-0.07398000000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,District Of Columbia,2020,2,0.0,0.0,0.02153333333333333,0.028083333333333335,0.011233333333333333,0.030616666666666667,0.023999999999999997,0.007156666666666666,-0.035250000000000004,0.09728333333333333,0.029285000000000002,0.0059499999999999996,0.0021416666666666663,0.00013200000000000017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,District Of Columbia,2020,3,13.357999999999999,0.18767741935483873,-0.020710322580645164,0.005886129032258068,-0.03937193548387096,-0.006524580645161292,0.0029300000000000016,-0.22923870967741936,-0.06810161290322582,-0.15580451615477417,-0.2924641935483871,-0.24271935483870966,0.09331032258064517,-0.1106023870967742,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,District Of Columbia,2020,4,335.1166666666667,12.520999999999997,-0.18346666666666664,-0.15403333333333336,-0.26736666666666664,-0.10605000000000003,-0.08317666666666669,-0.6390666666666667,-0.32083333333333336,-0.6053666666666667,-0.7501666666666669,-0.6327666666666667,0.2496000000000001,-0.3003333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,District Of Columbia,2020,5,983.2258064516129,51.63225806451614,-0.1729032258064516,-0.16787096774193547,-0.269741935483871,-0.07896451612903227,-0.07547096774193549,-0.5988709677419354,-0.26138709677419353,-0.5002258064516129,-0.722548387096774,-0.5865483870967743,0.2236129032258065,-0.2652903225806451,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,District Of Columbia,2020,6,1378.2333333333333,72.91000000000001,-0.14330000000000004,-0.13846666666666668,-0.2328666666666667,-0.05659333333333336,-0.05043333333333334,-0.5248333333333332,-0.20426666666666662,-0.2971666666666667,-0.6456333333333334,-0.4969000000000001,0.17936666666666665,-0.20736666666666664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,District Of Columbia,2020,7,1578.9032258064517,81.04193548387096,-0.13235483870967743,-0.1574516129032258,-0.20451612903225805,-0.058187096774193536,-0.04781612903225806,-0.48693548387096774,-0.19683870967741937,-0.3249677419354839,-0.650741935483871,-0.4840645161290324,0.15767741935483864,-0.18190322580645166,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,District Of Columbia,2020,8,1864.258064516129,84.53870967741932,-0.12645161290322587,-0.16445161290322582,-0.19938709677419356,-0.04952580645161289,-0.03884516129032259,-0.481,-0.21000000000000002,-0.31409677419354826,-0.6636451612903226,-0.4940967741935485,0.15303225806451612,-0.175741935483871,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,District Of Columbia,2020,9,2084.3333333333335,87.45333333333336,-0.12886666666666668,-0.16203333333333333,-0.20659999999999992,-0.04794333333333334,-0.055513333333333345,-0.4706000000000001,-0.20163333333333336,-0.2776666666666666,-0.6505666666666668,-0.4866666666666667,0.14836666666666665,-0.16816666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Florida,2020,2,0.0,0.0,0.018683333333333333,0.006813333333333334,0.021633333333333334,0.027066666666666666,0.009218333333333334,0.03641666666666666,0.013798333333333334,0.065,0.03763333333333333,0.011666666666666667,-0.0007133333333333332,0.0010939166666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Florida,2020,3,5.345336129032258,0.07342838709677418,-0.014668870967741936,-0.04171303225806452,-0.004957354838709679,-0.001955161290322581,-0.012016709677419354,-0.11209064516129033,0.023876451612903218,-0.04496225806451613,-0.17050322580645158,-0.13635161290322578,0.05609290322580645,-0.06919193548387097,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Florida,2020,4,104.25666666666666,3.025866666666667,-0.18356666666666668,-0.3088333333333333,-0.15429,-0.09038,-0.11320666666666666,-0.45893333333333336,-0.2244000000000001,-0.49960000000000016,-0.5853999999999999,-0.4532333333333332,0.18159999999999996,-0.22446666666666668,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Florida,2020,5,209.6451612903226,8.960645161290321,-0.13456129032258066,-0.2694516129032258,-0.1093451612903226,-0.01961190322580645,-0.07541935483870969,-0.3171935483870968,-0.128741935483871,-0.2867096774193548,-0.49016129032258077,-0.36277419354838725,0.1341612903225807,-0.16283870967741937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Florida,2020,6,409.4,13.9,-0.06848333333333333,-0.17573333333333332,-0.045416666666666654,0.01601333333333333,-0.03917000000000001,-0.21989999999999998,-0.09822333333333333,-0.1719633333333333,-0.4098666666666666,-0.2865666666666667,0.09934000000000003,-0.11883333333333336,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Florida,2020,7,1463.8387096774193,22.396774193548385,-0.06123870967741937,-0.15732258064516125,-0.0368,0.006088709677419355,-0.03803225806451613,-0.23661290322580644,-0.12081290322580643,-0.18712903225806454,-0.4143870967741935,-0.3178064516129033,0.10293548387096779,-0.12325806451612904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Florida,2020,8,2623.8064516129034,43.20967741935483,-0.05525483870967742,-0.16009677419354842,-0.027538709677419355,0.015869032258064516,-0.03087096774193548,-0.24441935483870972,-0.1533548387096774,-0.22903225806451608,-0.4235483870967741,-0.3211612903225807,0.09280322580645162,-0.11216129032258068,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Florida,2020,9,3120.766666666667,59.87000000000001,-0.04419,-0.1520333333333333,-0.01616966666666667,0.030146666666666665,0.005312166666666667,-0.23946666666666658,-0.15659999999999996,-0.25576666666666675,-0.4128666666666667,-0.2981,0.0781766666666667,-0.09402999999999997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Georgia,2020,2,0.0,0.0,0.008895,-0.008238333333333334,0.013983333333333334,0.020183333333333334,0.0013616666666666664,0.028321666666666665,0.0006999999999999998,0.09108333333333334,0.026433333333333333,0.006438333333333333,-0.00047666666666666604,0.0031518333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Georgia,2020,3,6.7218193548387095,0.21245225806451618,-0.02893248387096774,-0.06071612903225807,-0.0224558064516129,-0.0025394516129032237,-0.02887967741935484,-0.08725354838709679,0.048161290322580645,0.1805809677419355,-0.14014225806451613,-0.13636935483870968,0.054939354838709674,-0.06544548387096774,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Georgia,2020,4,142.34333333333333,5.667,-0.20033333333333334,-0.3291666666666666,-0.18006666666666668,-0.08269666666666667,-0.1379133333333333,-0.3669333333333333,-0.11711666666666669,-0.05462766666666668,-0.501,-0.4469666666666667,0.17266666666666663,-0.21203333333333335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Georgia,2020,5,337.06451612903226,14.861290322580647,-0.14961290322580648,-0.27932258064516136,-0.13383870967741934,-0.023175451612903224,-0.11019032258064518,-0.1891935483870968,-0.020186451604322576,0.25039999999999996,-0.3992258064516128,-0.3558064516129032,0.12335483870967746,-0.14522580645161295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Georgia,2020,6,544.6666666666666,22.986666666666665,-0.09120333333333333,-0.19399999999999998,-0.08332333333333336,0.017746666666666668,-0.07654999999999999,-0.11946666666666665,-0.008759000008866666,0.47059999999999996,-0.3452000000000001,-0.29353333333333337,0.08941000000000002,-0.10310333333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Georgia,2020,7,1152.774193548387,29.283870967741937,-0.0796483870967742,-0.16932258064516126,-0.07157419354838711,0.013201290322580645,-0.07931290322580646,-0.11429354838709681,-0.021246129006516127,0.4490967741935484,-0.30606451612903224,-0.31796774193548394,0.08927419354838709,-0.10395483870967745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Georgia,2020,8,2052.6129032258063,43.20322580645162,-0.06072258064516129,-0.15851612903225806,-0.04739032258064517,0.03225483870967743,-0.06370967741935482,-0.1321290322580645,-0.05304193548387097,0.3341935483870968,-0.31077419354838703,-0.3058709677419355,0.08226774193548385,-0.09553548387096776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Georgia,2020,9,2646.0333333333333,59.11,-0.040966666666666665,-0.1479666666666666,-0.021380000000000007,0.05168,-0.014712666666666667,-0.1349,-0.06605333333333334,0.3420333333333333,-0.3078666666666667,-0.2809,0.06808999999999998,-0.07795333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Hawaii,2020,2,0.0,0.0,-0.037066666666666664,-0.08111666666666667,-0.02935,0.0,0.06618333333333333,0.016183333333333334,0.004038333333333334,0.08310000000000001,0.013099999999999999,0.009285000000000002,0.00023833333333333334,0.0006196833333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Hawaii,2020,3,3.3602967741935488,0.0022774193548387093,-0.07297741935483872,-0.11192903225806451,-0.052080645161290316,0.0,0.02029967741935483,-0.1591241935483871,-0.04558709677419354,-0.21202419353980648,-0.20631967741935484,-0.14307741935483873,0.07139290322580645,-0.08747451612903226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Hawaii,2020,4,35.28666666666666,0.6451866666666667,-0.3664333333333334,-0.4224666666666666,-0.37286666666666674,0.0,-0.19235,-0.5234666666666666,-0.2958666666666667,-0.6442333333333334,-0.6948333333333334,-0.48146666666666676,0.2108,-0.2604666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Hawaii,2020,5,44.27096774193548,1.195483870967742,-0.32161290322580643,-0.34167741935483875,-0.35541935483870973,0.0,-0.2054838709677419,-0.4486774193548388,-0.21716129032258072,-0.47248387096774186,-0.6510967741935485,-0.4058387096774193,0.16954838709677417,-0.20635483870967744,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Hawaii,2020,6,52.5,1.2093333333333334,-0.25823333333333337,-0.24463333333333334,-0.30663333333333337,0.0,-0.21813333333333337,-0.35993333333333327,-0.19469999999999998,-0.34756666666666663,-0.6032999999999998,-0.3229,0.1274666666666667,-0.15356666666666668,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Hawaii,2020,7,94.1516129032258,1.5329032258064526,-0.2551612903225806,-0.2114193548387097,-0.30103225806451617,0.0,-0.2414516129032258,-0.3385483870967742,-0.19174193548387095,-0.35567741935483865,-0.5844516129032258,-0.3249032258064516,0.1175483870967742,-0.14441935483870966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Hawaii,2020,8,357.38709677419354,2.8641935483870964,-0.2723225806451613,-0.22725806451612912,-0.30893548387096786,0.0,-0.29467741935483865,-0.38083870967741945,-0.23783870967741938,-0.49993548387096776,-0.616774193548387,-0.3460967741935484,0.13280645161290322,-0.16303225806451613,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Hawaii,2020,9,771.3666666666667,7.405333333333335,-0.30943333333333334,-0.3196,-0.33710000000000007,0.0,-0.29906666666666665,-0.4535666666666666,-0.2664,-0.5539000000000001,-0.6497333333333333,-0.3870666666666666,0.1506666666666666,-0.18536666666666665,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Idaho,2020,2,0.0,0.0,0.03956666666666667,0.014683333333333333,0.050783333333333326,0.05336666666666667,0.04491666666666667,0.07,0.05523333333333333,0.2965,0.07786666666666667,0.03214999999999999,-0.010718333333333335,0.014016666666666669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Idaho,2020,3,4.257290322580645,0.061419354838709674,-0.0038654838709677414,-0.04264967741935484,0.01991193548387097,0.0016087096774193574,0.01233161290322581,-0.04957000000000001,0.10805806451612901,0.4413870967741936,-0.019739677419354843,-0.10553967741935484,0.03692258064516129,-0.04440387096774193,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
