,statename,year,month,case_rate,death_rate,emp_combined,emp_combined_inclow,emp_combined_incmiddle,emp_combined_inchigh,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_workplaces,gps_residential,gps_away_from_home
113,Indiana,2020,3,4.861774193548388,0.1499806451612903,-0.02311216129032258,-0.05501354838709677,-0.0058240322580645175,-0.015868580645161293,-0.09320322580645161,0.05160322580645161,-0.12936612903225805,0.054553548387096765,-0.0643141935483871
114,Indiana,2020,4,144.81333333333333,8.021333333333335,-0.19493333333333343,-0.3043666666666666,-0.15838,-0.10987666666666668,-0.36503333333333343,-0.11975666666666668,-0.4363,0.16513333333333333,-0.19913333333333327
115,Indiana,2020,5,410.7741935483871,25.27741935483871,-0.14016451612903227,-0.24709677419354845,-0.11080967741935487,-0.040666774193548395,-0.16169354838709676,0.016355161298903225,-0.3360000000000001,0.11498064516129033,-0.13330645161290325
116,Indiana,2020,6,614.6,36.17333333333333,-0.07322999999999999,-0.1631,-0.04302333333333334,-0.004326506666666666,-0.015281333333333333,0.07243666666666666,-0.2409666666666666,0.05936333333333334,-0.06409666666666666
117,Indiana,2020,7,836.0322580645161,41.61612903225805,-0.059900000000000016,-0.12148387096774196,-0.03716129032258064,-0.018019354838709676,-0.0073238709849032255,0.05489354838709678,-0.24977419354838706,0.05460322580645161,-0.0589
118,Indiana,2020,8,1220.3548387096773,46.56451612903226,-0.06035806451612903,-0.11470967741935485,-0.04540322580645162,-0.010071612903225806,-0.02561290322580645,0.026501290313999996,-0.2309354838709678,0.04387419354838711,-0.04645806451612903
119,Indiana,2020,9,1629.0666666666666,51.46000000000001,-0.07271333333333332,-0.13653333333333337,-0.059223333333333315,-0.002874166666666668,-0.03566333333333334,0.0017583333155999992,-0.21086666666666667,0.029473333333333337,-0.0288
120,Iowa,2020,2,0.0,0.0,0.006796666666666666,0.010081666666666668,-0.0006033333333333333,0.018683333333333333,0.055483333333333336,0.10204999999999999,0.033800000000000004,-0.009280000000000002,0.014566666666666667
121,Iowa,2020,3,2.8543580645161293,0.026590322580645163,-0.015544516129032257,-0.04001667741935484,-0.010369677419354838,0.008764838709677421,-0.10500967741935484,0.13134806451612904,-0.10088387096774194,0.04683129032258064,-0.055369999999999996
122,Iowa,2020,4,88.43,2.0566666666666666,-0.19459999999999997,-0.33590000000000003,-0.16241666666666668,-0.05991666666666667,-0.37370000000000014,-0.01528699999113333,-0.3659333333333332,0.14506666666666665,-0.17553333333333326
123,Iowa,2020,5,451.1290322580645,11.009354838709676,-0.1659677419354839,-0.2773870967741936,-0.14793548387096775,-0.042916129032258075,-0.19958064516129032,0.13675161290322585,-0.30958064516129036,0.10953870967741938,-0.12754516129032262
124,Iowa,2020,6,773.0333333333333,20.74,-0.10692666666666667,-0.18900000000000003,-0.09886333333333334,-0.004370633333333334,-0.05643333333333333,0.19143333333333332,-0.22633333333333336,0.06024999999999999,-0.06377000000000001
125,Iowa,2020,7,1178.0,24.758064516129036,-0.08987096774193548,-0.1627096774193548,-0.08248064516129035,0.000497806451612903,-0.05224870967741936,0.19516129032258062,-0.23583870967741932,0.052906451612903214,-0.055516129032258055
126,Iowa,2020,8,1688.032258064516,31.351612903225814,-0.0901225806451613,-0.16919354838709677,-0.0705774193548387,-0.017838709677419348,-0.003134193556967741,0.19038709677419352,-0.23561290322580644,0.02972548387096775,-0.028406451612903214
127,Iowa,2020,9,2443.6666666666665,39.32000000000001,-0.10057666666666668,-0.16816666666666663,-0.09362333333333335,-0.017029666666666665,-0.013619666666666667,0.1454666666666667,-0.20026666666666668,0.033853333333333326,-0.03413
128,Kansas,2020,2,0.0,0.0,0.0008375100000000001,-0.008473333333333333,0.0071716666666666665,-0.003405,0.06451666666666667,-0.0009499999556666668,0.03403333333333333,-0.008329999999999999,0.009926666666666665
129,Kansas,2020,3,2.663241935483871,0.06641290322580644,-0.01823064516129032,-0.02538816129032258,-0.010996548387096775,-0.02703516129032258,-0.06507129032258065,0.07194838711393549,-0.1135432258064516,0.043126774193548385,-0.05252580645161291
130,Kansas,2020,4,63.6,2.563966666666666,-0.15638333333333335,-0.25893333333333335,-0.13595666666666664,-0.08653666666666668,-0.36196666666666666,-0.12244666666666668,-0.4027333333333332,0.15180000000000002,-0.18389999999999995
131,Kansas,2020,5,266.96774193548384,6.284516129032258,-0.11839354838709677,-0.22641935483870962,-0.10456451612903225,-0.027023000000000005,-0.1760322580645161,0.0010154838709677417,-0.3177096774193549,0.1030967741935484,-0.11951612903225804
132,Kansas,2020,6,406.3,8.531666666666665,-0.05578333333333333,-0.13000000000000003,-0.04708333333333333,0.0090124,-0.050190000000000005,0.03566666666666666,-0.23866666666666667,0.05656666666666668,-0.06238333333333335
133,Kansas,2020,7,735.1612903225806,10.68483870967742,-0.04874193548387097,-0.10291290322580648,-0.03468709677419355,-0.01962903225806452,-0.06797419354838709,0.009674516129032258,-0.2588064516129033,0.059312903225806436,-0.06644516129032257
134,Kansas,2020,8,1203.3225806451612,13.993548387096775,-0.05877096774193548,-0.12732258064516128,-0.03678064516129033,-0.031858064516129034,-0.0606,-0.026275806451612906,-0.2533870967741935,0.05138387096774192,-0.05730967741935486
135,Kansas,2020,9,1778.8333333333333,19.23,-0.06458,-0.14366666666666666,-0.04246666666666665,-0.02575333333333334,-0.06942999999999998,-0.052193333333333335,-0.22373333333333337,0.04023333333333334,-0.044050000000000006
136,Kentucky,2020,2,0.0,0.0,0.012016666666666667,0.0031383333333333333,0.016466666666666668,0.017383333333333334,0.04548333333333334,0.04165,0.02215,-0.0016683333333333333,0.004758333333333333
137,Kentucky,2020,3,2.4520096774193547,0.06061935483870968,-0.01589290322580645,-0.041622935483870964,-0.0028100000000000017,-0.0007410322580645161,-0.08181612903225809,0.08354516129032256,-0.12268483870967742,0.04925354838709677,-0.05855387096774194
138,Kentucky,2020,4,55.8,2.900666666666667,-0.19373333333333334,-0.29490000000000005,-0.16176333333333334,-0.08292999999999998,-0.33686666666666665,-0.058103333333333326,-0.42133333333333345,0.15059999999999998,-0.18126666666666671
139,Kentucky,2020,5,169.41935483870967,7.8316129032258095,-0.16280645161290325,-0.2725806451612903,-0.13493548387096777,-0.024504,-0.19809677419354835,0.05086774193548388,-0.3471290322580645,0.11299999999999999,-0.1314193548387097
140,Kentucky,2020,6,290.6333333333333,11.741999999999999,-0.08616333333333333,-0.16643333333333332,-0.06934666666666665,0.02405333333333333,-0.06832333333333332,0.09656333333333335,-0.2613333333333333,0.06391333333333334,-0.07024999999999999
141,Kentucky,2020,7,501.0967741935484,15.080645161290322,-0.060796774193548384,-0.1280967741935484,-0.04016774193548387,0.01449967741935484,-0.07516129032258063,0.061158064516129026,-0.271741935483871,0.06331290322580646,-0.0711774193548387
142,Kentucky,2020,8,918.9677419354839,19.006451612903223,-0.0643741935483871,-0.13219354838709677,-0.03941290322580646,0.0004268806451612903,-0.09379032258064517,0.032022903225806455,-0.2594838709677419,0.05811290322580644,-0.06436451612903225
143,Kentucky,2020,9,1397.6333333333334,24.803333333333335,-0.06094,-0.1252333333333334,-0.04350333333333333,0.01692633333333333,-0.1014166666666667,0.015331666666666672,-0.24300000000000008,0.046520000000000006,-0.049456666666666656
144,Louisiana,2020,2,0.0,0.0,0.0037366666666666663,-0.007816666666666666,0.012283333333333334,0.007335,0.12323333333333335,0.07166666666666667,-0.07498333333333333,0.006665,-0.0022233333333333332
145,Louisiana,2020,3,20.07759677419355,0.7891290322580644,-0.0404993870967742,-0.05684387096774193,-0.030845419354838713,-0.029892009677419354,-0.07904516131606451,0.07516129032258062,-0.12787612903225806,0.052232580653741936,-0.06288193548387096
146,Louisiana,2020,4,448.6666666666667,23.570333333333338,-0.2178333333333333,-0.3074,-0.18319999999999997,-0.11920666666666668,-0.37913333333333327,-0.09293666666666667,-0.4132333333333334,0.16163333333333335,-0.1997
147,Louisiana,2020,5,736.3548387096774,52.60000000000001,-0.1951290322580645,-0.30864516129032254,-0.15622580645161288,-0.05819677419354836,-0.21051612903225808,0.012532903225806453,-0.31338709677419346,0.10980322580645163,-0.13187096774193546
148,Louisiana,2020,6,1030.1666666666667,65.29999999999998,-0.1441333333333334,-0.2338333333333333,-0.11660000000000004,-0.02965666666666666,-0.12567333333333333,0.02005133333333333,-0.25373333333333337,0.07757333333333331,-0.09200333333333331
149,Louisiana,2020,7,1871.1612903225807,75.83548387096776,-0.14612903225806453,-0.23038709677419358,-0.12132258064516133,-0.03560322580645161,-0.13221935483870964,-0.005855161307483869,-0.28093548387096773,0.0814258064516129,-0.09768064516129034
150,Louisiana,2020,8,2934.1935483870966,96.45161290322581,-0.13899999999999998,-0.21851612903225806,-0.11325806451612905,-0.04000645161290325,-0.1592258064516129,-0.022769032258064516,-0.2903548387096774,0.07268064516129032,-0.0854516129032258
151,Louisiana,2020,9,3426.0,113.33333333333333,-0.12740000000000004,-0.20046666666666668,-0.10340666666666667,-0.03756999999999999,-0.1566,-0.04714766666666668,-0.271,0.04933333333333332,-0.05759333333333332
152,Maine,2020,2,0.0,0.0,0.004408333333333333,-0.007325000000000001,0.004935,0.018766666666666668,0.06023333333333333,0.012845,-0.010964999999999997,0.004768333333333334,-0.0006416666666666665
153,Maine,2020,3,5.063206451612904,0.03118709677419355,-0.046246645161290324,-0.08742903225806452,-0.035546225806451615,-0.027913548387096775,-0.10394516129032258,0.029964516129032257,-0.12205580645161292,0.05706290323438709,-0.0668551612903226
154,Maine,2020,4,55.44333333333332,2.0898999999999996,-0.2686333333333334,-0.4351999999999999,-0.23893333333333333,-0.14530666666666664,-0.42443333333333333,-0.16560000000000002,-0.42040000000000016,0.1580666666666667,-0.18953333333333336
155,Maine,2020,5,125.23870967741935,5.231612903225805,-0.17987096774193545,-0.3826774193548386,-0.14367741935483866,-0.02928709677419355,-0.2326451612903226,-0.01677096774193548,-0.33345161290322584,0.11070322580645162,-0.12904193548387097
156,Maine,2020,6,208.46666666666667,7.464,-0.08772666666666668,-0.2807333333333334,-0.04570333333333332,0.028053333333333326,-0.05665466667553333,0.08076333333333334,-0.2434,0.06199999999999999,-0.06712
157,Maine,2020,7,268.83870967741933,8.509032258064515,-0.02816451612903226,-0.19041935483870967,0.012589516129032256,0.04963548387096774,0.05811290322580645,0.13854516129032252,-0.24758064516129033,0.04755483870967743,-0.04777741935483869
158,Maine,2020,8,311.741935483871,9.481290322580643,-0.008461290322580646,-0.18258064516129027,0.0329741935483871,0.08328709677419353,0.10142903225806453,0.16116129032258067,-0.23277419354838716,0.03779032258064516,-0.03604516129032258
159,Maine,2020,9,368.0,10.182,-0.011336,-0.2391,0.038983333333333335,0.12269999999999996,0.055589666666666676,0.11235666666666669,-0.19693333333333332,0.028993333333333333,-0.026723333333333335
160,Maryland,2020,2,0.0,0.0,0.0064800000000000005,-0.02313333333333333,0.011883333333333334,0.019233333333333335,0.02548333333333333,0.003095,0.029766666666666667,-0.004051666666666666,0.007501666666666666
161,Maryland,2020,3,4.713280645161291,0.04481290322580645,-0.02328096774193548,-0.0652,-0.015293485806451613,-0.0057422580645161295,-0.11442870967741935,-0.0025819354838709702,-0.15876032258064515,0.07435096774193549,-0.08934016129032257
162,Maryland,2020,4,180.50333333333336,7.584966666666667,-0.19519999999999996,-0.3726666666666666,-0.17470000000000002,-0.0991966666666667,-0.4211333333333334,-0.21156666666666663,-0.5082999999999999,0.21786666666666665,-0.26356666666666667
163,Maryland,2020,5,635.3225806451613,31.61612903225807,-0.17729032258064514,-0.3735483870967741,-0.16264516129032258,-0.05778064516129031,-0.3208387096774193,-0.12418387096774193,-0.4506774193548387,0.18387096774193545,-0.21816129032258064
164,Maryland,2020,6,1029.3,48.54333333333334,-0.11530333333333334,-0.30073333333333335,-0.10185999999999999,-0.002582783333333333,-0.19383333333333336,-0.041609999999999994,-0.3586000000000001,0.1326,-0.15266666666666667
165,Maryland,2020,7,1276.1290322580646,55.400000000000006,-0.09122580645161292,-0.26054838709677425,-0.07089032258064518,-0.000985074193548387,-0.13112903225806452,-0.02322548387096774,-0.3470322580645161,0.11267741935483871,-0.1288709677419355
166,Maryland,2020,8,1656.0967741935483,60.154838709677406,-0.08329999999999999,-0.26193548387096777,-0.058706451612903235,0.006732051612903226,-0.14567741935483872,-0.057506451612903214,-0.3508709677419353,0.1089225806451613,-0.12390322580645162
167,Maryland,2020,9,1947.9,63.779999999999994,-0.07717333333333334,-0.2625333333333334,-0.05735,0.025650000000000003,-0.14913333333333328,-0.06748,-0.33316666666666683,0.10090000000000002,-0.11286666666666671
168,Massachusetts,2020,2,0.0145,0.0,0.0018533333333333334,-0.027200000000000002,0.0031766666666666666,0.011349999999999999,0.041666666666666664,-0.014986666666666667,-0.0007183333333333312,0.001665000000000001,0.0011351
169,Massachusetts,2020,3,16.111645161290323,0.1590967741935484,-0.049203290322580646,-0.11084838709677419,-0.047181935483870965,-0.027951645161290322,-0.14814741935483872,0.006790000000000009,-0.1883106451612903,0.08577193548387096,-0.10224087096774193
170,Massachusetts,2020,4,472.8666666666667,20.777666666666672,-0.27353333333333324,-0.4493666666666666,-0.3000333333333333,-0.16476666666666664,-0.49823333333333336,-0.24073333333333338,-0.5451,0.22780000000000006,-0.27460000000000007
171,Massachusetts,2020,5,1208.7096774193549,79.94193548387099,-0.22319354838709676,-0.4301290322580646,-0.253741935483871,-0.09601935483870967,-0.3763548387096774,-0.15612903225806454,-0.4748064516129032,0.18367741935483867,-0.21787096774193546
172,Massachusetts,2020,6,1530.5333333333333,110.73333333333333,-0.1456,-0.3312,-0.1658333333333333,-0.04204666666666668,-0.2380666666666667,-0.08414666666666665,-0.3686333333333333,0.1301,-0.14986666666666668
173,Massachusetts,2020,7,1637.483870967742,121.45161290322581,-0.09804838709677419,-0.2517096774193549,-0.10291290322580648,-0.030264516129032255,-0.1497096774193548,-0.07027741935483872,-0.3586451612903226,0.10450967741935482,-0.11780645161290325
174,Massachusetts,2020,8,1789.967741935484,128.1290322580645,-0.0703322580645161,-0.21422580645161293,-0.07436129032258065,-0.007493719354838714,-0.14045161290322578,-0.07580967741935486,-0.35338709677419344,0.09312580645161289,-0.10397096774193548
175,Massachusetts,2020,9,1830.8666666666666,134.13333333333333,-0.05591666666666668,-0.23050000000000004,-0.05893666666666666,0.01756333333333333,-0.1358,-0.07232666666666666,-0.3279333333333333,0.08828333333333337,-0.09812999999999997
176,Michigan,2020,2,0.0,0.0,0.009463333333333332,0.0016723333333333336,0.010516666666666667,0.016716666666666668,0.03213333333333333,0.00023833328900000014,0.007141666666666667,0.0026166666666666664,0.0019466666666666669
177,Michigan,2020,3,12.670129032258064,0.31204193548387094,-0.03481741935483871,-0.0669532258064516,-0.025584193548387098,-0.015490354838709678,-0.14877548387096776,0.01859483870967742,-0.16638806451612903,0.07168709677419353,-0.08383977419354839
178,Michigan,2020,4,273.2,19.865666666666666,-0.3137333333333333,-0.45523333333333316,-0.3035333333333334,-0.16456666666666664,-0.5209,-0.2200333333333334,-0.5553333333333333,0.2173,-0.2592333333333333
179,Michigan,2020,5,503.51612903225805,48.116129032258065,-0.25996774193548383,-0.4331935483870967,-0.24412903225806454,-0.08418064516129037,-0.31283870967741934,-0.07239806451612904,-0.44245161290322577,0.15445161290322582,-0.1795483870967742
180,Michigan,2020,6,661.4,59.90333333333333,-0.13440000000000002,-0.3004666666666667,-0.10262666666666667,-0.000463043333333334,-0.10319666666666667,0.027001333333333336,-0.29713333333333336,0.07928666666666667,-0.08603999999999998
181,Michigan,2020,7,802.0645161290323,63.42580645161289,-0.09440322580645161,-0.22883870967741946,-0.06318387096774193,0.0019969999999999996,-0.035858387096774184,0.04615806451612901,-0.2850967741935484,0.06169354838709677,-0.06390645161290322
182,Michigan,2020,8,1022.5483870967741,66.04516129032258,-0.07446129032258064,-0.2201935483870968,-0.03656451612903225,0.02133612903225807,-0.05544193548387097,0.012809677419354836,-0.27816129032258063,0.05507419354838711,-0.05695806451612904
183,Michigan,2020,9,1256.3,69.37999999999998,-0.05837666666666666,-0.21346666666666667,-0.015429333333333335,0.03807333333333333,-0.07338666666666668,-0.011714999999999998,-0.2526,0.04981333333333333,-0.05057333333333335
184,Minnesota,2020,2,0.0,0.0,0.007296666666666667,0.0009591666666666667,0.005451666666666666,0.014849999999999997,0.045466666666666676,0.029766666666666667,0.02285,-0.00619,0.010591666666666666
185,Minnesota,2020,3,2.5641064516129033,0.02689032258064516,-0.03095090322580645,-0.05970093548387097,-0.03147935483870968,-0.011385225806451613,-0.12873129032258065,0.021103225806451614,-0.14425483870967745,0.07018354838709677,-0.0847546129032258
186,Minnesota,2020,4,38.583333333333336,2.257133333333333,-0.2108666666666667,-0.36950000000000005,-0.20776666666666666,-0.11408333333333333,-0.4299333333333333,-0.15635000000000002,-0.4565999999999999,0.1926333333333333,-0.23283333333333328
187,Minnesota,2020,5,268.4193548387097,12.514193548387098,-0.1762258064516129,-0.3576129032258063,-0.17761290322580645,-0.05608064516129031,-0.2889677419354839,-0.005210645161290323,-0.39735483870967736,0.14329032258064514,-0.16909677419354838
188,Minnesota,2020,6,546.8666666666667,23.33666666666667,-0.10998000000000001,-0.26380000000000003,-0.10622333333333334,-0.017376666666666662,-0.13561666666666666,0.06543333333333333,-0.3060666666666666,0.09312999999999999,-0.10299333333333333
189,Minnesota,2020,7,794.3548387096774,27.7225806451613,-0.0832967741935484,-0.2225161290322581,-0.07239354838709679,-0.013496774193548387,-0.08484193548387099,0.04953516129032258,-0.3032258064516129,0.0795032258064516,-0.08639999999999999
190,Minnesota,2020,8,1155.6129032258063,31.138709677419357,-0.07093870967741936,-0.2143870967741936,-0.05741935483870967,-0.00328398064516129,-0.08295161290322581,0.0005945161290322585,-0.2961935483870967,0.07234838709677417,-0.07661612903225809
191,Minnesota,2020,9,1541.9333333333334,35.106666666666676,-0.06298333333333334,-0.22746666666666676,-0.04750333333333334,0.014608000000000001,-0.08535666666666666,-0.023054,-0.27669999999999995,0.06657333333333333,-0.07083
192,Mississippi,2020,2,0.0,0.0,0.001566666666666667,-0.004796666666666666,0.013016666666666668,-0.0047,0.07166666666666667,0.02926833333333333,-0.002618333333333333,-0.0007100000000000002,0.0018766666666666665
193,Mississippi,2020,3,6.279232258064517,0.09540645161290323,-0.02954874193548387,-0.03698677419354839,-0.012262903225806452,-0.04635709677419354,-0.007529032258064497,0.08854806451612904,-0.12027548387096774,0.03679806451612903,-0.04338709677419355
194,Mississippi,2020,4,122.93666666666667,4.447900000000001,-0.16267333333333328,-0.2092333333333333,-0.12080666666666669,-0.10651999999999999,-0.2774333333333333,-0.054139666666666655,-0.36826666666666663,0.1364,-0.16916666666666672
195,Mississippi,2020,5,372.93548387096774,17.126451612903224,-0.1274161290322581,-0.19551612903225807,-0.0739516129032258,-0.026725806451612898,-0.07098387096774193,0.06038064516129032,-0.2775806451612904,0.08662258064516132,-0.10247419354838712
196,Mississippi,2020,6,688.2666666666667,30.62333333333334,-0.07946333333333332,-0.1361666666666667,-0.027576666666666663,-0.013666000000000001,-0.0076223333333333325,0.056049999999999996,-0.22126666666666672,0.05857333333333333,-0.06851666666666666
197,Mississippi,2020,7,1386.3548387096773,44.35806451612903,-0.07129032258064517,-0.13667741935483868,-0.010038064516129033,0.001194290322580645,-0.02913193548387097,0.015892580645161292,-0.25335483870967745,0.06364838709677417,-0.07563870967741936
198,Mississippi,2020,8,2422.967741935484,69.93548387096773,-0.054858064516129006,-0.12470967741935486,0.011391967741935481,0.020203870967741937,-0.0687958064516129,-0.014098387096774193,-0.23983870967741935,0.05303870967741935,-0.06276774193548387
199,Mississippi,2020,9,3062.4,91.97666666666667,-0.09013000000000002,-0.14916666666666664,-0.04152766666666667,-0.008686366666666667,-0.08478666666666666,-0.043998,-0.21263333333333334,0.03552666666666668,-0.04139333333333333
200,Missouri,2020,2,0.0,0.0,0.008605,-0.0029783333333333333,0.015016666666666664,0.01187,0.06928333333333332,0.030949999999999995,0.05976666666666666,-0.010235,0.014200000000000003
201,Missouri,2020,3,3.434267741935484,0.050451612903225806,-0.01768741935483871,-0.04159903225806453,-0.004987741935483872,-0.00965548387096774,-0.05716774193548388,0.08727612903225805,-0.09361935483870969,0.043005161290322585,-0.0510641935483871
202,Missouri,2020,4,78.45666666666666,2.745366666666667,-0.16216666666666663,-0.24260000000000004,-0.14185,-0.08428333333333331,-0.3543666666666668,-0.07973333333333334,-0.40570000000000017,0.14973333333333333,-0.1811
203,Missouri,2020,5,175.80645161290323,9.41258064516129,-0.10302903225806453,-0.19441935483870967,-0.08394193548387098,-0.005682258064516127,-0.1472516129032258,0.041797096757032255,-0.3181290322580644,0.10045806451612907,-0.11621290322580648
204,Missouri,2020,6,281.1,14.91333333333333,-0.04991,-0.13236666666666666,-0.029173333333333332,0.029963333333333335,-0.028003000000000007,0.0780066666666667,-0.23626666666666665,0.05747666666666667,-0.06205000000000001
205,Missouri,2020,7,553.7741935483871,18.796774193548384,-0.03519032258064516,-0.1109677419354839,-0.013451612903225807,0.03212903225806452,-0.03189354838709677,0.06253225806451614,-0.25106451612903224,0.05723225806451614,-0.0627483870967742
206,Missouri,2020,8,1115.2903225806451,23.7516129032258,-0.03566451612903225,-0.1322258064516129,-0.005838387096774194,0.04539677419354839,-0.03106774193548388,0.03119580645161291,-0.24735483870967745,0.04995483870967741,-0.05463548387096775
207,Missouri,2020,9,1770.7666666666667,30.610000000000003,-0.050536666666666674,-0.19376666666666673,-0.00019428333333333282,0.055889999999999995,-0.04619,0.01142633332446666,-0.22420000000000004,0.03900333333333334,-0.04137
208,Montana,2020,2,0.0,0.0,0.01018,0.049550000000000004,-0.01115,0.014283333333333334,0.06381666666666667,0.02713333333333333,0.020233333333333336,-0.005475,0.006804999999999999
209,Montana,2020,3,3.6239999999999997,0.03621935483870968,-0.03748525806451613,0.0006109677419354888,-0.05050967741935484,-0.05354225806451614,-0.09622935483870967,0.053844838709677406,-0.12079096774193547,0.04405129032258064,-0.05447903225806452
210,Montana,2020,4,35.983333333333334,0.8731333333333332,-0.21490000000000006,-0.31920000000000004,-0.19626666666666667,-0.1256,-0.3942666666666667,-0.09018666666666668,-0.38673333333333343,0.13302000000000003,-0.16266666666666668
211,Montana,2020,5,43.99999999999999,1.5174193548387103,-0.14787096774193545,-0.23658064516129035,-0.14038709677419353,-0.049893548387096774,-0.10925806451612904,0.12172258064516131,-0.25854838709677413,0.0656225806451613,-0.07438709677419356
212,Montana,2020,6,61.68666666666666,1.8103333333333338,-0.08306666666666666,-0.15666666666666665,-0.06465,-0.034336666666666675,0.05190333333333332,0.19980000000000003,-0.19106666666666658,0.02613333333333333,-0.026359333333333342
213,Montana,2020,7,214.45483870967743,3.3458064516129036,-0.032696774193548384,-0.0718064516129032,-0.020132258064516125,-0.013913183225806458,0.08986129032258065,0.2661612903225807,-0.2144838709677419,0.021196774193548384,-0.018312903225806455
214,Montana,2020,8,535.1935483870968,7.745161290322579,-0.038867741935483875,-0.055645161290322584,-0.028648387096774187,-0.043676129032258065,0.08277096774193549,0.24364516129032257,-0.21222580645161293,0.016629032258064513,-0.012412903225806453
215,Montana,2020,9,918.3666666666667,13.340666666666664,-0.040350000000000004,-0.08377999999999998,-0.017033589999999998,-0.044403333333333336,0.05814666666666667,0.16716666666666666,-0.17666666666666664,0.011715333333333335,-0.009960501666666668
216,Nebraska,2020,2,0.6633333333333334,0.0,-0.006716666666666667,-0.02025,-0.0027016666666666665,-0.001412,0.06643333333333333,0.03595,0.021900000000000003,-0.005476666666666667,0.009300000000000001
217,Nebraska,2020,3,2.8048709677419352,0.02164516129032258,-0.027938709677419356,-0.07188709677419354,-0.015966774193548385,-0.0085705,-0.08635677419354838,0.06621483870967741,-0.11409967741935484,0.05328387096774194,-0.06439809677419356
218,Nebraska,2020,4,77.40333333333335,1.4922333333333335,-0.10903000000000002,-0.26633333333333337,-0.07040333333333335,-0.03116333333333333,-0.33643333333333325,-0.07262333333333333,-0.3600999999999998,0.14956666666666668,-0.18066666666666667
219,Nebraska,2020,5,509.64516129032256,6.404516129032259,-0.07679354838709677,-0.2331612903225807,-0.039687096774193555,0.002969345161290324,-0.18219354838709675,0.027548064507548393,-0.311741935483871,0.11742258064516131,-0.13851612903225805
220,Nebraska,2020,6,875.4666666666667,11.931999999999999,-0.049306666666666644,-0.19313333333333332,-0.008698000000000001,0.011206666666666667,-0.07441999999999999,0.06347,-0.23939999999999992,0.07290666666666669,-0.08109999999999999
221,Nebraska,2020,7,1153.258064516129,15.780645161290321,-0.04497096774193548,-0.1715806451612903,-0.012284838709677422,0.01444516129032258,-0.03981516129032259,0.06784193548387096,-0.2534838709677419,0.05806451612903227,-0.06245806451612902
222,Nebraska,2020,8,1566.5483870967741,19.0258064516129,-0.03578064516129032,-0.1696451612903226,0.0010178387096774193,0.022516129032258067,-0.032111935483870965,0.043464516129032266,-0.24077419354838717,0.049112903225806456,-0.052812903225806465
223,Nebraska,2020,9,2045.0,23.296666666666674,-0.03626666666666667,-0.17586666666666673,-0.0021645333333333338,0.033003333333333336,-0.04181000000000001,0.013712666666666666,-0.20446666666666669,0.03785333333333333,-0.03917000000000001
224,Nevada,2020,2,0.0,0.0,0.013883333333333333,0.0023216666666666668,0.01608333333333333,0.0244,0.0419,0.025966666666666666,0.005476666666666667,-0.0014283333333333333,0.002321
225,Nevada,2020,3,7.184570967741935,0.12886129032258065,-0.041152580645161294,-0.08534909677419356,-0.029025161290322583,-0.008787774193548387,-0.12768193548387097,0.034425806451612896,-0.1877709677419355,0.06981032258064516,-0.08606972258064517
226,Nevada,2020,4,105.66000000000001,4.359333333333334,-0.2708333333333333,-0.47056666666666663,-0.22100000000000003,-0.11357333333333335,-0.4305666666666666,-0.15800000000000003,-0.5291333333333332,0.1873333333333333,-0.23173333333333337
227,Nevada,2020,5,223.29032258064515,11.18483870967742,-0.2333870967741936,-0.4409032258064516,-0.1913225806451613,-0.04798516129032259,-0.31919354838709674,-0.06102903225806452,-0.4534193548387097,0.14851612903225803,-0.18070967741935479
228,Nevada,2020,6,395.8666666666667,15.156666666666666,-0.14063333333333336,-0.28483333333333327,-0.11842666666666668,0.004555833333333332,-0.1756666666666666,-0.024808999999999987,-0.34546666666666676,0.09869,-0.11830999999999997
229,Nevada,2020,7,1062.7096774193549,20.78709677419355,-0.11761290322580649,-0.25709677419354837,-0.08855483870967741,0.005125129032258064,-0.1625161290322581,-0.019075483870967736,-0.3435806451612904,0.09617419354838709,-0.11554838709677422
230,Nevada,2020,8,1966.6129032258063,34.961290322580645,-0.10716129032258065,-0.2576129032258066,-0.06788387096774191,0.007753225806451612,-0.18629032258064515,-0.05219677419354839,-0.3363548387096774,0.09277419354838713,-0.1103870967741935
231,Nevada,2020,9,2421.3333333333335,48.06333333333334,-0.09813666666666666,-0.23353333333333343,-0.06852333333333332,0.018094666666666665,-0.17570000000000002,-0.06223,-0.3121333333333334,0.08282333333333332,-0.09815000000000003
232,New Hampshire,2020,2,0.0,0.0,0.005966666666666666,-0.01495,0.007449999999999999,0.022966666666666666,0.041916666666666665,-0.021433333333333332,-0.03451166666666667,0.004285,-0.00041583333333333343
233,New Hampshire,2020,3,5.296983870967742,0.040354838709677425,-0.04305751612903226,-0.09864193548387096,-0.03438726451612903,-0.008368612903225804,-0.11475806451612902,0.0369725806451613,-0.14145612903225807,0.06659032258064515,-0.07843041935483872
234,New Hampshire,2020,4,90.21000000000001,2.472966666666666,-0.27443333333333336,-0.45726666666666665,-0.25823333333333337,-0.13310000000000002,-0.4096666666666666,-0.1876333333333333,-0.4472999999999999,0.18693333333333334,-0.22463333333333338
235,New Hampshire,2020,5,258.61290322580646,12.057419354838709,-0.19800000000000004,-0.3943870967741935,-0.18483870967741933,-0.036618709677419356,-0.2166451612903225,-0.0552061290408387,-0.3769677419354838,0.1418709677419355,-0.16551612903225804
